Company Name,Experience With SBIR Program
Optimum Resource Inc.,2
Raman Aeronautics Inc.,2
"Optimized Thermal Systems, Inc.",2
"WELLGEN, INC.",2
Ramcor Inc.,2
"OPTIME THERAPEUTICS, INC.",2
OPTIMATION,2
"Optimal, LLC ",2
AndrosRobotics LLC,2
"Aneuvas Technologies, Inc.",2
Annapolis Research &amp; Dev,2
"ANFIRO, INC.",2
"Ramp USA, Inc.",2
Angiocrine Bioscience,2
"Angiograft, LLC",2
"ANGLE, INC.",2
"Angstrom Devices, Inc.",2
"ANGSTROM PHARMACEUTICALS, INC.",2
"Weilin Biotechnology, Inc.",2
"ANIMATED DYNAMICS, INC",2
Animeeple,2
"Optical Scientific, Inc.",2
"RAN SCIENCE &amp; TECHNOLOGY, LLC",2
WEDDELL TECHNOLOGIES LLC,2
"APPLIED SR TECHNOLOGIES, INC.",2
"Applied Systems Institute, Inc",2
Artech Assoc.,2
Novum Industria LLC,2
Argus Software,2
Nucleos Inc.,2
"REDSTORMSCIENTIFIC, INC.",2
Nuclear Consulting Services,2
"REDWALL TECHNOLOGIES, LLC",2
Aria Corp,2
"NU-VISION, INC.",2
ARIBEX,2
"Arieca, LLC",2
Nu Element Inc,2
Redwood Systems,2
ARIES Technology Corporation,2
Reebie Associates,2
"Ntl Associates, Inc.",2
NT TWO,2
Reelizatons,2
"ARIO TECHNOLOGIES, INC.",2
"REFACTR IT, INC.",2
"ARISTON MEDICAL , INC.",2
"Nre, Inc.",2
ARIZONA CANCER THERAPEUTICS L.L.C.,2
Arizona Engineering Science LLC,2
Arizona Green (Division of TeachSharp LLC),2
"Refined Imaging, LLC",2
"Noxtech, Inc.",2
"REFIRM LABS, INC.",2
Reflectance Medical Inc.,2
"NOVUSON SURGICAL, INC.",2
Arizona Instrument Corpon,2
Nucsafe,2
"Argus Cognitive, Inc.",2
Voxel Healthcare LLC,2
"VR Rehab, Inc. (VRR)",2
Red Six Aerospace Inc.,2
"Nutri-pro, Llc",2
"Nutraceutical Biosciences,",2
"NUTRABIOTIX, LLC",2
VRgluv LLC,2
ARCXIS BIOTECHNOLOGIES,2
VRGIS CORPORATION,2
"VRCO, INC.",2
Nurion Industries Inc.,2
"ARDICA TECHNOLOGIES, INC.",2
"NURA, INC.",2
Ardono Research,2
Area Therm Corp.,2
"REDEFINE TECHNOLOGIES, INC.",2
"NUGEN TECHNOLOGIES, INC.",2
"NuPeak Therapeutics, Inc.",2
VQlink Incorporated,2
"Redfern Integrated Optics, Inc.",2
Numix Materials Inc.,2
"Redhawk Construction, Inc.",2
ArgenTech Solutions,2
"Redleaf Biologics, Inc.",2
Numem Inc.,2
"NUMEDEON, INC.",2
"NUMAT, Inc.",2
"Nukove Scientific Consulting, Llc",2
"NuHorizon Technologies, LLC",2
Voxeleron LLC,2
Novus Energy Technologies Inc.,2
"REFLEXION HEALTH, INC.",2
Nutrirx Corporation,2
Novosteo Inc.,2
"Regranion, LLC",2
NOVATE CO.,2
"Arnav Systems, Inc.",2
"Voicelever, Inc",2
Novason Corporation,2
"Voi, Inc.",2
NOVASCAN INC.,2
Novarials Technology,2
"NOVAPRO, INC.",2
REGULOME CORPORATION,2
Arorae Corporation,2
"NOVALEX THERAPEUTICS, INC.",2
"Novagen, Inc.",2
ARPHION LTD.,2
Novaflux Inc.,2
"Array Information Technology, Inc",2
Array Vision Engineering Co.,2
Arraycom Inc.,2
ARRHYTHMOTECH,2
"VM SOLUTIONS, INC.",2
Rehab Software,2
ArrowLogics Corporation,2
"Arrowsmith Shelburne, Inc.",2
"Arroyo Instruments, LLC",2
Nova Research Corporation,2
ART OFFICE CORP,2
Artbox LLC,2
Artec Associates Inc.,2
Rehabtech Associates Inc.,2
Novati Technologies Inc.,2
"ARMS CYBER DEFENSE, INC.",2
"Reglagene, LLC",2
"ARKITEX STUDIO, INC.",2
"REFLODX, LLC",2
NOVONICS CORP.,2
VOLUMETRICS MEDICAL IMAGING,2
Novonate Inc,2
VoltServer,2
Arkady Associates,2
"NOVOMEDICS, LLC",2
"NOVOME BIOTECHNOLOGIES, INC.",2
Arkala,2
"Regal Decision Systems, Inc.",2
"Regencor, Inc.",2
"VoltMed, Inc.",2
"NOVO SPACE, CO.",2
"Arkley BioTek, LLC",2
REGIS TECHNOLOGIES INC,2
"NOVIRIO PHARMACEUTICALS, INC.",2
Novion Technologies ,2
"Regenetec Biomatrix, Inc.",2
Novici Biotech LLC,2
Arl Designs Llc ,2
"NOVERA, LLC.",2
"Noveome Biotherapeutics, Inc.",2
VOLEXION INC,2
Armament Systems Inc,2
Novel Pharmaceuticals,2
"Novel Microdevices, LLC",2
"Volatylix, Inc.",2
"Armoor Ophthalmics, Inc.",2
Arctec Engineering Inc,2
Nutrition Scientific,2
"Applied Systems Research, Inc.",2
Aqualytic Technologies,2
Octave Photonics LLC,2
"OCTANT, INC.",2
"WAKONDA TECHNOLOGIES, INC.",2
APTAGEN LLC,2
OCR INC,2
REALTIME METHODS,2
"Aptimmune Biologics, Inc.",2
"Realtime Robotics, Inc.",2
Aptinyx Inc ,2
"OCEES INTERNATIONAL, INC.",2
"OCEANTEK, INC.",2
OceanSpace LLC,2
"Aptotec, Inc.",2
"WABAN SOFTWARE, INC.",2
"OCEAN TECHNOLOGIES, LLC",2
Ocean Systems Inc.,2
"Ocean Sensors, Inc.",2
Aqua Resources Corporation,2
Ocean Pond Corp.,2
Ocean Pacific Technologies,2
Ocean Organics Inc.,2
"AquaBioChip, LLC",2
"Ocean Motion Technologies, Inc.",2
Ocean Genetics Inc.,2
Ocean Friendly,2
Ocean Engineering Consultants,2
AQUACULTURE TECHNOLOGIES OF THE MARSHALL ISLANDS,2
"Ocean Bay Information and Systems Management, LLC",2
"OCEAN APPROVED, INC.",2
"OCTET SCIENTIFIC, INC.",2
"octoScope, Inc.",2
Ocular Dynamics,2
REAL-TIME TOMOGRAPHY,2
OHMX CORPORATION,2
Applied Technology Associates,2
Ohio Willow Wood Company,2
Applied Technology Genetics,2
"Reactwell, L.L.C.",2
Walters Scientific Instrument,2
"READ, ASK, CHAT, LTD.",2
Walter R Mcdonald &amp;,2
"Walter Gee &amp; Associates, LLC",2
Applied Tissue Technologies LLC,2
"Applied Training Solutions, LLC",2
Applied Tungstenite Corporation,2
Wallace Instruments,2
"Applied Visual Technology, Inc.",2
"APSE, Inc.",2
WALLACE &amp; CO.,2
"Realization Technologies, Inc",2
Apprise Technologies Inc,2
"ODEGOS TECHNOLOGY, INC.",2
"AppScale Systems, Inc.",2
"Odc Mouse Group, Inc.",2
OCUVERA LLC,2
OCUPATH LLC,2
"APRIHEALTH, INC.",2
Oculomotor Technologies Inc.,2
"REALSEQ BIOSCIENCES, INC.",2
"Oculo Therapy, LLC",2
"Oculex Pharmaceuticals, Inc.",2
Aquaculture Technology,2
Obslap Inc,2
Nutritional Resources,2
"Obsidio, Inc.",2
O&#039;sullivan Consulting Inc.,2
"O&#039;ryan Industries, Inc.",2
"Recon RF, Inc.",2
VueLogic LLC,2
"RECOVERY FORCE, LLC",2
Recovery Record Research,2
ARBOR MEDICAL INNOVATIONS LLC,2
"Nyxis Neurotherapies, Inc.",2
Nyx Illuminated Clothing Company,2
"Arbsource, LLC",2
"ARC Bio, LLC",2
Arc Engineering,2
"ARC Technologies, Inc. ",2
Nwing Inc.,2
Arc Ventures Inc.,2
NW SYSTEMS,2
Nw Fam &amp; Schl Consultants Inc,2
Arcanum Corp.,2
nVizix LLC,2
ARCASCOPE INC,2
"ARCATO LABORATORIES, INC.",2
"ArcByt, Inc.",2
ARCHEMIX CORPORATION,2
Archer Aviation Inc.,2
"Nvariate, Inc.",2
Red Lion,2
"ARCHIVEX, LLC",2
"ArchSmart, LLC",2
"Red River Military Systems, Inc.",2
"O-mc Signal Research, Inc.",2
Recomtex Corpon,2
"ARBIOS TECHNOLOGIES, INC.",2
Oasys International Corporation,2
"VYBION, INC.",2
"Observable Networks, Inc",2
Aquapharm Technol Corp.,2
AquaRealTime LLC,2
"VxMED, LLC",2
"VXI ASSOC., INC.",2
Aquasys LLC,2
Aquatech Services Inc.,2
"AquaTechnics, Inc.",2
Vuzix Corporation,2
"OBALON, LLC",2
AQUATIC INNOVATIONS,2
Aquatic Sensor Network Technology LLC,2
"Reclaim Pharmaceutical Waste Management, LLC",2
"Vulcan Biologics, Inc.",2
Vuln/eval Associates,2
"OASIS ADVANCED ENGINEERING, INC.",2
"OAKWOOD LABORATORIES, LLC",2
"Recognition Research, Inc.",2
"Aquila Biopharmaceuticals, Inc",2
Oaks Travel Inc.,2
"Oakman Aerospace, Inc.",2
"AQUILA, Inc.",2
"Aquilent, Inc.",2
"ARABLE LABS, INC.",2
"Araca, Inc.",2
O2 RegenTech LLC,2
"Araha, Inc.",2
Longview International Inc.,2
TRULITE TECHNOLOGY,2
Generation 2 Materials Technology Llc,2
"Intelon Optics, Inc.",2
"IntelliWheels, Inc.",2
IntelliWare LLC,2
Sisu,2
TENDEL THERAPIES INC.,2
"Digital Imaging, Inc.",2
"TENACITY SPACE SYSTEMS, INC.",2
"HARVEST CROO, LLC ",2
Symphion Inc,2
Digital Nanogenetics LLC,2
HARVEST MOON AUTOMATION INC,2
Intellione,2
"Digital System, Inc",2
"SPINAL SINGULARITY, INC.",2
"Intellimotive Environmental Systems, Inc",2
INTELLIMET,2
Spin Logic,2
Intellight,2
IntelligentSimulations LLC,2
"Intelligenta, Inc.",2
Digital Systems Research Inc.,2
Digital Therapeutics Inc.,2
"DIGITAL TRAFFIC SYSTEMS, INC.",2
Spin Diagnostics Inc.,2
Harvard Clinical Technology,2
Hartzell Engine Technologies LLC,2
"DigitalFish, Inc.",2
"Extreme Scale Solutions, LLC",2
"SpineX, Inc.",2
Digital Blue,2
"HARPOONX, LLC",2
"Intercat Development, Inc.",2
Interactive Training Technologies,2
"Interactive Supercomputing, Inc.",2
"INTERACTIVE SOFTWARE ENGINEERING, INC.",2
"EyeMedix, Inc.",2
"Eyedesis Biosciences, LLC",2
Tensegrity Prosthetics,2
Harris Group Inc.,2
SIROM SCIENTIFIC SOLUTIONS LLC,2
Interactive Learning,2
Harrison Medical Technologies,2
Tenera L P,2
Harrison Scientific,2
"Tenelex Industries, Inc.",2
"Exzyme, Inc.",2
"EXUM INSTRUMENTS, INC.",2
"Inter-Coastal Electronics, LLC",2
Hart Scientific Inc.,2
"Digital Flow Technologies, Inc",2
"Digital Flow Technologies, Inc.",2
"SPIKEGADGETS, INC.",2
"Site Ware Technologies, Inc.",2
HAWAII INTEGRATED ANALYTICS LLC,2
Intelligent Designs LLC,2
"INTELLIGENT DECISION SYSTEMS, INC.",2
Hauser Chemical Research,2
TELLUREX CORP.,2
Intelligent Computer Programming Labs Inc.,2
Hauser Laboratorytories,2
Intelligent Composites LLC,2
Symple Surgical Inc ,2
Intelligent Building Untility Conservation Systems,2
Telli Technologies Inc,2
"Telineage, Inc.",2
Symplectic Research Inc,2
"TELIK, INC.",2
"DISCOVER TECHNOLOGIES, LLC",2
Telident Inc.,2
"Discovery Therapeutics, Inc.",2
Spherical Block LLC ,2
"INTELLIGENCE GAMING, INC.",2
"IntelliDyne, Inc.",2
"Exsell, Inc.",2
"Hawaii Evolutionary Development, LLC ",2
Display Science Inc.,2
"Hawaii Hydrogen Carriers, LLC",2
DISRUPTIV TECHNOLOGIES LLC,2
Intelligent Decisions Inc.,2
"DIRECT MEASUREMENTS, INC.",2
"DIGITAS, LLC",2
Extemporal Wireless,2
Digitouch Health LLC,2
"Symphony Acoustics, Inc.",2
"INTELLIGENT SENSING TECHNOLOGIES, LLC",2
DILIGENT CONSULTING INC,2
"DILIGENT DROIDS, LLC",2
"Haselton Baker Risk Group, LLC",2
"INTELLIGENT PERIMETER SYSTEMS, INC.",2
"Extensible Energy, Inc.",2
Dimensional Defense Corporation,2
"SPHYNKX THERAPEUTICS, LLC",2
"DINDL FIREARMS MANUFACTURING, INC.",2
Intelligent Microwave Systems,2
"Temkin Associates, LLC",2
"INTELLIGENT MEDICAL DEVICES, LLC",2
Dioxide Materials DBA Dioxide Recycle,2
Intelligent Logistics,2
"TEMBLOR, INC.",2
SiteJabber,2
"Teltrium Solutions, LLC",2
"INTELLIGENT IMAGING INNOVATIONS, INC.",2
"Symphony Pharmaceuticals, Inc.",2
Direct Current Light,2
"Hatchpoint, LLC",2
DIGITAL BAZAAR INC,2
Digital Assembly LLC,2
Intercomm International Inc.,2
"Dewalt, Kevin M",2
"Dexai Robotics, Inc.",2
International Systems &amp; Soft-,2
Hannigan Computer Applications,2
International Supertech Labora,2
International Stellar,2
TERRA ENGINEERING LLC,2
"Sylvatex, Inc.",2
"Di/mac Technologies, Inc.",2
"FaceView Mask, LLC",2
International Resources Group,2
"SINC, INC.",2
HANSEN ENGINE CORP.,2
International Research Assoc.,2
TERNION CORPORATION,2
"DIABETOMICS, LLC",2
"Sinclair Optics, Inc.",2
"SYMBIO ROBOTICS, INC.",2
F.a.s.t. Systems Inc.,2
International Mobile Machines,2
"Happy People Games, LLC",2
"DIAGENTIX, INC.",2
"Spinworks, Llc",2
"TERMINAL VELOCITY AEROSPACE, LLC",2
"Fact Labs, Inc.",2
International Technology Servi,2
Teolis Consulting,2
"Devoe &amp; Matthews, Inc.",2
Fail-safe Technology Corp.,2
"HAMZTEC, LLC",2
Interventional Analgesix Inc,2
Designs &amp; Prototypes,2
"Designs by Natural Processes, Inc.",2
"Simulations Plus, Inc.",2
"Intertec Advanced Materials, Inc.",2
"FactualVR, Inc.",2
Interstellar Inc.,2
TerrametricsLLC,2
"TERRAIN EXPERTS, INC.",2
Interservco Inc.,2
"SPIRITUALITY NETWORK, INC., THE",2
Simultac LLC,2
"FACTOR BIOSCIENCE, INC.",2
"SIMULTEL, INC.",2
Terracon Consultants Inc.,2
"HANDYLAB, INC.",2
"DEVELOPMENTAL SYSTEMS, INC.",2
Device Laboratorys Inc.,2
"Internetwork, Inc.",2
DEVICE SOLUTIONS INC,2
"INTERNATIONAL TITANIUM POWDER, L.L.C.",2
International Intelligent Informatics Solution Laboratory LLC,2
"DIAGNOSOFT, INC.",2
International Health Tech Inc,2
"Terentiev, Alexandre",2
"Sinton Consulting, Inc.",2
"Spinney Creek Shellfish, Inc.",2
TERAPROBES INC,2
Diani Systems,2
"SinWaves, Inc.",2
"TERAPICO, LLC",2
"DIATOMIX, INC.",2
"Harmonics, Inc.",2
INTERGENETICS INCORPORATED,2
"Intergeneration Links, Inc.",2
INTERFIBER ANALYSIS LLC ,2
SioTeX Corporation ,2
"Interfacial Sciences, Inc.",2
Diffraction International,2
HARMONY AERONAUTICS LLC,2
"Interface Engineering, Inc.",2
"TeraComm Research, Inc.",2
"TERABURST NETWORKS, INC.",2
"Interdisciplinary Design Collaborative, LLC",2
"TERA SYSTEMS, INC.",2
Tera Advanced Services Corp,2
"Symbrosia, Inc.",2
Intercon Systems Corp.,2
"Sintact Medical Systems, Inc",2
Diamond General Develop- Ment,2
Intermoutain Technologies,2
International Computer Power,2
"International FemtoScience, Inc.",2
Diagnostic Devices Group,2
International Energy,2
Harding Lawson Assocs,2
Tercero Technologies LLC,2
Diagnostic Hybrids Inc.,2
Sinnar Associates,2
"Diagnostic Instruments, Inc.",2
"EZENIA!, INC.",2
Sinode,2
International Communications,2
"INTERMUNE PHARMACEUTICALS, INC.",2
TERAWAVE COMMUNICATIONS,2
International Biotechnology,2
TeraVision Inc.,2
Diagnostic Systems Laboratorie,2
"DIAGTRONIX, INC.",2
HARKIND DYNAMICS LLC,2
TERATECH CORP.,2
International Aquaculture Res,2
HARMON BROOK FARM,2
Diamond Data Systems,2
Intellex,2
Telesis Corporation,2
"Dronesense, Inc.",2
Int Scientific Prd (space,2
"Insuractive, Inc. (IAI)",2
"INSULIGHTS.COM, INC.",2
Insulating Materials Inc,2
Instrumentation Associates,2
eWave Informatics,2
Instrumentation &amp; Engineering,2
"SYNCRO MEDICAL INNOVATIONS, INC.",2
TEF LABS,2
HEARTLAND PLANT INNOVATIONS,2
"Tedric A. Harris, Consulting",2
"Spectronix Systems, Inc.",2
Inston Inc,2
EVREN TECHNOLOGIES INC,2
Institute/study-treatment,2
Down to Earth Energy (formerly Mountain Creek Enterprises),2
"Tectonicus Constructs, LLC",2
"TECTONIC LABS, LLC",2
Institute For Systems Analysis,2
"Institute For Research, Inc.",2
Syncrys Inc,2
Skyloom Global Corp.,2
"HEARTWORKS, INC.",2
Institute For Learning And,2
"Skydio, Inc.",2
Hearing Ergonomics &amp; Acoustics Resources LLC,2
DPSYSTEMS,2
Exac Corp,2
SKY PARK LABS LLC,2
"TEKLA RESEARCH, INC.",2
DOSE SAFETY INC,2
INTEGRA LIFESCIENCES CORPORATION,2
"HEALTHMEDIA, INC.",2
"DOSEBUSTERS USA, INC.",2
"DOSECUE, LLC",2
Spectrum Data Inc.,2
Synchrom Inc.,2
Intech Inc,2
Synchrony Applied Health,2
"SPECTRUM COATINGS LABORATORIES, INC.",2
"Healthtech Solutions, Inc.",2
"HEALTHTRONICS, INC.",2
"DOSIMETRICS, INC.",2
Spectrum 39 ( S I Div),2
Healthwood Company,2
EXACT SPORT LLC,2
"Teichos Laboratories, LLC",2
Tegic Communications,2
"SKYDEX TECHNOLOGIES, INC.",2
"Hearing Armor, LLC",2
Int&#039;l Severity Information,2
Dpra Incorporated,2
Institute For Behavioral Medic,2
Hawaii Taro Growers Hui,2
Insilicom LLC,2
"Helical Solar Solutions, LLC",2
"Insilica, LLC",2
Spectraswitch,2
DRI Biosciences Corporation,2
InsightFinder Inc.,2
"EVERSITAS, LLC",2
SYNECTIQ CORPORATION,2
HELICOS BIOSCIENCE CORPORATION,2
"Everix, Inc.",2
"DrinkSavvy, Inc.",2
Techrad Inc.,2
DRIVE SQUARE LLC,2
"Insight Learning Technology, Inc.",2
Technsys Inc,2
HELIOS APPLIED SCIENCE INC,2
"TechnoVentures, LLC",2
"INSERT THERAPEUTICS, INC.",2
DroidCloud INC,2
INSERA THERAPEUTICS LLC,2
"Evergreen Solar, Inc.",2
"SLIPCHIP, LLC",2
INSENSE INC,2
"Drone Amplified, Inc.",2
Sleep Technologies,2
Skyways Air Transportation Inc,2
"EVOLOH, INC.",2
DreamHammer Incorporated,2
SynderBio Inc.,2
Instatherm Co,2
"Evoke Medical, LLC",2
Instapath Bioptics,2
"Dr. Ritu Kapoor and Associates, LLC",2
"Skyschedule, Inc.",2
"Evogh, Inc.",2
Techxperts Inc,2
"eVionyx, Inc.",2
"Inspirit Iot, Inc.",2
SKYSENTRY LIMITED LIABILITY CO.,2
Dr. Weight And Associates,2
Evi Inc.,2
"EVESTRA, INC.",2
Dragon Slayers Inc.,2
"TechVen Technologies, LLC",2
Inso Biosciences Inc,2
"Drakeford, Scott, &amp; Associates, LLC",2
DRASGOW CONSULTING GROUP LLC,2
"Everspin Technologies, Inc.",2
"TECHTOWN VENTURES,, INC.",2
Insite Vision Inc.,2
Insite Medical Technologies,2
Spectrum Education Group,2
Integral Systems Inc,2
"DORIAN THERAPEUTICS, INC.",2
"DJW TECHNOLOGY, LLC",2
HBVtech,2
"Explore Interactive, Inc.",2
Expesicor Inc,2
Expertology,2
Dl Laboratorytories,2
Expert Systems Engineers,2
Dla Inc,2
Expert System Applications Inc,2
Skeletal Assessment Services,2
"HD LABORATORIES, INC.",2
"SYNANOMET, LLC",2
Integrated Systems Research Co,2
"TELEHEALTH HOLDINGS, LLC",2
HDM Systems Corporation,2
"DMAERO, LLC",2
Integrated Systems Assemblies,2
Integrated Surface Technologies,2
"DMAX PLASMA, INC.",2
"INTEGRATED SOLUTIONS, INC.",2
Synapse Technology Corporation,2
"Exos Aerospace Systems &amp; Technologies, Inc",2
Integrated Silicon Systems,2
Spell Inc.,2
"DL ADV-Tech, LLC",2
INTEGRATIVE BIOINFORMATICS,2
"Excellerix, LLC",2
Dixon Ladd LLC,2
"Hawaiian Vanilla Company, Inc.",2
HAWTHORNE MUSHROOMS INC,2
Hayes Diversified Technologies,2
"TELESAGE RESEARCH, INC.",2
Distributed Communication Systems,2
Distribution Analysis Rsch &amp; T,2
Symyx Technologies,2
"Hays, Inc. ",2
DIVERSE EMERGENT ENGINEERING PROSPECTIVE -DEEP- DESIGNS LLC,2
Diverse Technologies Corp.,2
TELEQO TECHNICAL SOLUTIONS INC,2
"DIVERSIFIED NATURAL PRODUCTS, INC.",2
Sphere Brake Defense LLC,2
"Exprentis, Inc.",2
Diversified Painting &amp; CO,2
DiveViz LLC,2
"INTEGRIGEN, INC.",2
"INTEGRIDERM, LLC.",2
"SYNACTIX PHARMACEUTICALS, INC.",2
Integri-test Corp,2
"Hbar Technologies, LLC",2
"ExploreLearning, Inc.",2
Integrator Corp.,2
"TELEGRID TECHNOLOGIES, INC.",2
"Healing Planet Herbs, Inc.",2
"DMM VENTURES, INC.",2
"ExoPolymer, Inc.",2
"Synaptic Security, Inc.",2
"Executive Consulting Group,",2
INTEGRATED DEPOSITION SOLUTIONS INC,2
Integrated Defense Concepts,2
"Synaptics, Inc.",2
INTEGRATED DATA SYSTEMS,2
TEKNOWLOGICA,2
"Integrated Cryoelectronics,",2
Integrated Constructs Inc,2
Health Trust Consulting Group,2
"EXCMR, LTD",2
SKOTTUN RESEARCH,2
Synbiotics Corpon,2
"Donald J. Geisel &amp; Associates,",2
"Donald L. Blount and Associates, Inc.",2
Skroot Laboratory Inc.,2
Exceptional Teaching Aids,2
"Integrated BioControl Systems,",2
"INTEGRATED APPLIED SCIENCE, LLC",2
Sync Computing Corp,2
Teknos,2
Integrated Accelerator Technol,2
Sky Computers Inc,2
"Dolphin, Inc.",2
"DOLCE Technologies, LLC",2
"Exerstrider Products, Inc.",2
"Health Effects Group, Inc.",2
"TELEDEVICES, LLC ",2
Dna Sciences,2
"DNA TECHNOLOGIES, INC.",2
"Telectro-mek, Inc. (tmi)",2
"Exodyne Technologies, Inc.",2
"INTEGRATED PROJECT MANAGEMENT, INC.",2
"DNATREK, LLC",2
"HEALTH DECISION TECHNOLOGIES, LLC",2
"Health Education Research Systems, llc",2
"HEALTH EDUCATION SYSTEMS, INC.",2
"INTEGRATED ONCOLOGY SOLUTIONS, INC.",2
Health Programs,2
"INTEGRATED MOLECULAR SENORS, INC.",2
Integrated Microcomputer Sys,2
"TELASIC COMMUNICATIONS, INC.",2
"Docugami, Inc.",2
Dog Star Technologies LLC,2
INTEGRATED LIPID BIOFUELS LLC,2
Integrated Learning Systems,2
"Tela Innovations, Inc.",2
"SKINETICS BIOSCIENCE, LLC",2
ExesaLibero Pharma,2
"Splice Machine, Inc.",2
Fairbanks Pharmaceuticals Inc,2
"Intervision Systems, Inc.",2
"GROWTH ENGINE, INC.",2
DAND FISH FARM,2
Fend Incorporated,2
SIGNATURE ANALYTICS LLC,2
J. Stafford Associates,2
"Signature Solutions, Inc.",2
Significat Associates,2
"Signition, Inc.",2
Fena Design,2
THE KENIFIC GROUP INC,2
Daniel Campbell,2
J. A. Green Co.,2
FEN TECHNOLOGY LLC,2
"Danimer Scientific, LLC",2
Sigrity,2
Grypmat Inc.,2
"Darpharma, Inc.",2
J O Elder Associates,2
"SIGTEK, INC.",2
J M MALONE &amp; SON INC,2
"FEMTOFAB, INC.",2
J Integral Engineering,2
Daryoush Growgh Eng. &amp; Mgmt.,2
SIL Technologies LLC,2
Dancing Dots Braille Music Technology,2
"GROWCENTIA, INC.",2
"IXMATCH, INC.",2
GRoWater Inc.,2
The Masters Group,2
GROSS MAX,2
"FERRITE COMPONENTS, INC.",2
"Ferric Contrast, Inc.",2
"Ferrate Treatment Technologies, LLC",2
The Madison Group,2
"JACQUARD COMPUTING, INC.",2
"GROUND FLUOR PHARMACEUTICALS, INC",2
DAKOTA ANALYTICAL SOLUTIONS,2
Ground Star LLC,2
"Signalogic, Inc.",2
"Jacob W. Paulk Farms, Inc.",2
Ground Water Consultants,2
"Ferran Scientific, Inc.",2
GROUP 4 DEVELOPMENT LIMITED LIABILITY COMPANY,2
"Jackson Labs Technologies, Inc.",2
Daltex Medical Sciences Inc.,2
"Fernandez, Steven ",2
The Lektrox Company,2
"DAN MACLEOD, LLC",2
J2F Engineering,2
Dan-ka Products Inc.,2
Srico Optical Engineering,2
"GS RESEARCH, LLC",2
IXM Corporation,2
"Interwav, Inc.",2
"Swallow Solutions, LLC",2
DATA2DISCOVERY INC,2
Fei Co,2
Database Associates,2
Fei,2
Datachat Inc,2
The Flexible Pc Co.,2
The Fertility Testing Laborato,2
Gt-tech Inc,2
"FEDERAL TECHNOLOGY GROUP, INC.",2
"DataFlow/Alaska, Inc.",2
"IT Bio, LLC",2
"FEDERAL MANAGEMENT PARTNERS, INCORPORATE",2
The Eppley Laboratorytory I,2
"DATALINE, INC.",2
"ISW GROUP, INC.",2
FEDERAL ENGINEERING ASSOC.,2
"Silicon Informatics, Inc.",2
The Echo Nest Corporation,2
"Silicon Insite, Inc.",2
"DATATEK APPLICATIONS, INC.",2
DATAWARE,2
SQUEEGEE PLUS!,2
Datawise Inc,2
"FELDMATECH, INC.",2
Iterations Inc,2
THE GROUP FOR ORGANIZATIONAL EFFECTIVENE,2
Data Systems Analysts Inc.,2
IVYSYS TECHNOLOGIES LLC,2
DATA DESIGN CORP.,2
"the Green Team, Inc.",2
IVIEW Therapeutics Inc,2
"SILENTECH, INC.",2
THE GLOBAL TELEMEDICINE GROUP,2
Itx Laboratorytories Ltd,2
"Data Management Services, Inc.",2
DATA PROCESS TECHNOLOGIES,2
Data Products LLC,2
"GSL BIOTECH, LLC.",2
ITI,2
"ITHERX PHARMACEUTICALS, INC.",2
SQUIRE SOLUTIONS INC,2
GSS GROUP LLC,2
Ithax Pharmaceuticals Inc,2
"Data Security, Inc.",2
"FELTON INTERNATIONAL, INC.",2
"SWAASTH, INC.",2
Data Society LLC,2
Data Spectrum Corporation,2
"The Friedland Group, Inc.",2
"ITERATIVITY, INC.",2
"Dahlia Biosciences, inc.",2
Groop Internet Platform Inc,2
Sutton M M &amp; Associates,2
"Jersey Flora, Inc.",2
Jericho Systems Corporation,2
"GREENLEES FILTER, LLC",2
"Cytomed, Inc.",2
"JERED INDUSTRIES, INC.",2
GreenMark Biomedical Inc.,2
"SusMer, Inc.",2
"Cytometry Associates, Inc.",2
"Sierra Scientific Instruments, Inc.",2
"Greentech Solutions, Inc.",2
"CYTOMICS ANALYTICAL, LLC ",2
"StackRox, Inc.",2
"CYTOMX THERAPEUTICS, LLC",2
Jema Technologies LLC ,2
CYTONICS CORPORATION,2
"CYTOPRINT, INC.",2
Fiber Optic Sensors Inc.,2
Jefferies Associates,2
JEFF HENDRIX,2
Sifteo,2
Stac,2
Cytoptics Corporation ,2
Stablelase Inc.,2
The S. Main Co. L. L. C.,2
"Jerry L. Berndt Dba,  Jb Enterprises",2
"CytoMag, LLC",2
Dagonet Software,2
"CYTOLUMINA TECHNOLOGIES CORPORATION, INC",2
CYTERRA CORP.,2
SIEMENS MEDICAL SYSTEMS,2
"Green Sun Medical, LLC",2
"CYTO PULSE SCIENCES, INC.",2
"Cytoagents, Inc.",2
Jinga-hi Inc. ,2
"JIN CONSULTING, INC.",2
"CytoAstra, LLC",2
"Green Technologies, L.L.C. ",2
Green Technology Ltd Co.,2
SURVIVR PBC,2
Greene R&amp;d Intl Inc.,2
JHM TECHNOLOGIES,2
"Jhf, Inc.",2
The Shepherd Color Company,2
Cytogen Corpon,2
Cytogen Research &amp; Development,2
"SIERRA INTERVENTIONS, LLC",2
Sierra Medical,2
Cytoimage Inc.,2
CytoInformatics LLC,2
"Staib Instruments, Inc.",2
GREENLEAF MEDICAL PRODUCTS,2
"FIBER DYNAMICS, INC.",2
"THE RIGHT STUFF OF TAHOE, INCORPORATED",2
JD INTERNATIONAL LTD.,2
"Sigenics, Inc.",2
Jasper Solutions Inc,2
